col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
11,uBreakiFix,$$,"['Electronics Repair', 'Mobile Phones', 'Mobile Phone Repair']",['(205) 402-9592'],(205) 402-9592,Serving Birmingham and the Surrounding Area,/biz/ubreakifix-birmingham-2?osq=localservices,Mountain Brook,AL,35210,
12,Watkins Cleaners,$$,['Laundry Services'],['(205) 823-0874'],(205) 823-0874,1486 Mcguire Rd,/biz/watkins-cleaners-vestavia-hills-2?osq=localservices,Mountain Brook,AL,35210,
13,iFixandRepair,$$,"['Electronics', 'Mobile Phone Repair', 'Electronics Repair']",['(205) 267-5349'],(205) 267-5349,Serving Hoover and the Surrounding Area,/biz/ifixandrepair-hoover?osq=localservices,Mountain Brook,AL,35210,
14,Batteries Plus Bulbs,$$,"['Battery Stores', 'Mobile Phone Repair', 'Electronics Repair']",['(205) 655-0002'],(205) 655-0002,5951 Valley Rd,/biz/batteries-plus-bulbs-trussville?osq=localservices,Mountain Brook,AL,35210,
15,Monarch Cleaners,$$,['Laundry Services'],['(205) 879-7882'],(205) 879-7882,903 Broadway St,/biz/monarch-cleaners-birmingham?osq=localservices,Mountain Brook,AL,35210,
16,Vogue Cleaners,$$,"['Sewing & Alterations', 'Laundry Services']",['(205) 322-5519'],(205) 322-5519,910 23rd St S,/biz/vogue-cleaners-birmingham-2?osq=localservices,Mountain Brook,AL,35210,
17,uBreakiFix,$$,"['Electronics Repair', 'Mobile Phones', 'Mobile Phone Repair']",['(205) 408-1333'],(205) 408-1333,5492 U.S. 280,/biz/ubreakifix-birmingham?osq=localservices,Mountain Brook,AL,35210,
18,Westwood Appliances,$$,"['Appliances & Repair', 'Appliances']",['(205) 798-5231'],(205) 798-5231,Serving Birmingham and the Surrounding Area,/biz/westwood-appliances-birmingham?osq=localservices,Mountain Brook,AL,35210,
19,Coin Laundry,$$,['Laundromat'],,4500 Montevallo Rd,,/biz/coin-laundry-birmingham?osq=localservices,Mountain Brook,AL,35210,
20,Parkway Cleaners,$$,['Laundry Services'],['(205) 853-0367'],(205) 853-0367,1197 Center Point Pkwy,/biz/parkway-cleaners-birmingham?osq=localservices,Mountain Brook,AL,35210,
21,Southeastern Guns,$$,"['Guns & Ammo', 'Gunsmith']",1808 Gadsden Hwy,"Birmingham, AL 35235",(205) 661-1486,/biz/southeastern-guns-birmingham?osq=localservices,Mountain Brook,AL,35210,
22,Hunter’s Cleaners,$$,['Laundry Services'],1915 Oxmoor Rd,"Birmingham, AL 35209",(205) 871-6131,/biz/hunters-cleaners-birmingham?osq=localservices,Mountain Brook,AL,35210,
23,Wash & Go Coin Laundry,$$,['Laundromat'],500 Palisades Blvd,"Birmingham, AL 35209",(205) 201-1087,/biz/wash-and-go-coin-laundry-birmingham?osq=localservices,Mountain Brook,AL,35210,
24,Laundry Mat,$$,['Laundromat'],407 Valley Ave,"Birmingham, AL 35209",(205) 941-1999,/biz/laundry-mat-birmingham?osq=localservices,Mountain Brook,AL,35210,
25,Barton-Clay Fine Jewelers,$$,"['Jewelry', 'Watches', 'Watch Repair']",2701 Cahaba Rd,"Mountain Brook, AL 35223",(205) 871-7060,/biz/barton-clay-fine-jewelers-mountain-brook?osq=localservices,Mountain Brook,AL,35210,
26,Verizon Authorized Retailer - Cellular Sales,$$,"['Mobile Phones', 'Mobile Phone Accessories', 'Telecommunications']",1460 Montgomery Hwy,"Vestavia Hills, AL 35216",(205) 822-2526,/biz/verizon-authorized-retailer-cellular-sales-vestavia-hills?osq=localservices,Mountain Brook,AL,35210,
27,Overton Cleaners,$$,['Laundry Services'],3150 Overton Rd,"Birmingham, AL 35223",(205) 967-3863,/biz/overton-cleaners-birmingham-3?osq=localservices,Mountain Brook,AL,35210,
28,Logo Express,$$,"['Embroidery & Crochet', 'Screen Printing/T-Shirt Printing']",307 Oxmoor Rd,"Homewood, AL 35209",(205) 968-1222,/biz/logo-express-homewood?osq=localservices,Mountain Brook,AL,35210,
29,Batteries Plus Bulbs,$$,"['Electronics Repair', 'Battery Stores', 'Mobile Phone Repair']",2800 Greystone Commercial Blvd,"Birmingham, AL 35242",(205) 995-0053,/biz/batteries-plus-bulbs-birmingham-3?osq=localservices,Mountain Brook,AL,35210,
30,Watkins Cleaners,$$,['Laundry Services'],,"Birmingham, AL 35243",(205) 969-0464,/biz/watkins-cleaners-birmingham-3?osq=localservices,Mountain Brook,AL,35210,
31,Image Arts,$$,"['Framing', 'Session Photography', 'Printing Services']",213 Country Club Park,"Mountain Brk, AL 35213",(205) 870-0178,/biz/image-arts-mountain-brk-2?osq=localservices,Mountain Brook,AL,35210,
32,Ready Maid Laundry,$$,['Laundry Services'],200 Sam Pate Dr,"Birmingham, AL 35215",(205) 705-5573,/biz/ready-maid-laundry-birmingham?osq=localservices,Mountain Brook,AL,35210,
33,Mr Burch Cleaners,$$,['Laundry Services'],2420 1st Ave N,"Birmingham, AL 35203",(205) 458-0660,/biz/mr-burch-cleaners-birmingham-4?osq=localservices,Mountain Brook,AL,35210,
34,Far Computers,$$,"['IT Services & Computer Repair', 'Computers', 'Security Systems']",2134 Warrior Rd,"Birmingham, AL 35208",(205) 783-9800,/biz/far-computers-birmingham?osq=localservices,Mountain Brook,AL,35210,
1,Apple Store,$$$,"['Computers', 'Mobile Phones', 'IT Services & Computer Repair']",['(205) 909-2570'],(205) 909-2570,217 Summit Blvd,/biz/apple-store-birmingham?osq=localservices,Mountain Brook,AL,35210,
2,Levy’s Fine Jewelry,$$$,"['Jewelry', 'Watches', 'Jewelry Repair']",['(205) 251-3381'],(205) 251-3381,2116 2nd Ave N,/biz/levys-fine-jewelry-birmingham-3?osq=localservices,Mountain Brook,AL,35210,
3,Sprint Store,$$$,"['Mobile Phones', 'Mobile Phone Accessories', 'Mobile Phone Repair']",['(205) 980-8009'],(205) 980-8009,5368 Hwy 280,/biz/sprint-store-birmingham?osq=localservices,Mountain Brook,AL,35210,
4,Spin Cleaners,$$$,['Dry Cleaning'],['(205) 979-1054'],(205) 979-1054,1492 Montgomery Hwy,/biz/spin-cleaners-birmingham?osq=localservices,Mountain Brook,AL,35210,
5,Nilipour Oriental Rugs,$$$,"['Carpet Cleaning', 'Rugs']",['(205) 870-4444'],(205) 870-4444,Serving Birmingham and the Surrounding Area,/biz/nilipour-oriental-rugs-birmingham?osq=localservices,Mountain Brook,AL,35210,
6,Deluxe Cleaners,$$$,['Laundry Services'],['(205) 979-1615'],(205) 979-1615,1590 Montgomery Hwy,/biz/deluxe-cleaners-hoover-2?osq=localservices,Mountain Brook,AL,35210,
7,Mark’s Quality Cleaners,$$$,"['Sewing & Alterations', 'Dry Cleaning']",['(205) 991-8433'],(205) 991-8433,504 Cahaba Park Cir,/biz/marks-quality-cleaners-birmingham?osq=localservices,Mountain Brook,AL,35210,
8,Verizon Authorized Retailer - Cellular Sales,$$$,"['Mobile Phones', 'Mobile Phone Accessories', 'Telecommunications']",['(205) 802-7355'],(205) 802-7355,2737 Hwy 280 S,/biz/verizon-authorized-retailer-cellular-sales-mountain-brook-2?osq=localservices,Mountain Brook,AL,35210,
1,Bromberg’s,$$$$,"['Jewelry', 'Watches', 'Engraving']",131 Summit Blvd,"Birmingham, AL 35243",(205) 969-1776,/biz/brombergs-birmingham-4?osq=localservices,Mountain Brook,AL,35210,
2,Bromberg’s,$$$$,"['Watches', 'Jewelry', 'Watch Repair']",2800 Cahaba Rd,"Mountain Brook, AL 35223",(205) 871-3276,/biz/brombergs-mountain-brook-4?osq=localservices,Mountain Brook,AL,35210,
3,Batteries Plus Bulbs,$$$$,"['Battery Stores', 'Mobile Phone Repair', 'Electronics Repair']",224 Oxmoor Blvd,"Homewood, AL 35209",(205) 945-5506,/biz/batteries-plus-bulbs-homewood?osq=localservices,Mountain Brook,AL,35210,
4,Steed’s Jewelers,$$$$,"['Jewelry', 'Watch Repair']",1425 Montgomery Hwy,"Birmingham, AL 35216",(205) 822-9173,/biz/steeds-jewelers-birmingham?osq=localservices,Mountain Brook,AL,35210,
5,Cellairis,$$$$,"['Mobile Phone Repair', 'Mobile Phone Accessories']",3000 Riverchase Galleria,"Hoover, AL 35244",(678) 708-8436,/biz/cellairis-hoover-2?osq=localservices,Mountain Brook,AL,35210,
6,Mason Music,$$$$,"['Musical Instruments & Teachers', 'Recording & Rehearsal Studios']",2903 Cahaba Rd,"Mountain Brook, AL 35223",(205) 874-9596,/biz/mason-music-mountain-brook-2?osq=localservices,Mountain Brook,AL,35210,
7,Shaia’s,$$$$,"['Shoe Stores', 'Formal Wear', 'Sewing & Alterations']",2818 18th St S,"Birmingham, AL 35209",(205) 871-1312,/biz/shaias-birmingham-2?osq=localservices,Mountain Brook,AL,35210,
8,Hidden Treasures Jewelry,$$$$,"['Jewelry', 'Couriers & Delivery Services']",1624 Rchrd Arrngtn Jr,"Birmingham, AL 35205",(205) 939-0378,/biz/hidden-treasures-jewelry-birmingham?osq=localservices,Mountain Brook,AL,35210,
1,Trowbridge’s Ice Cream and Sandwich Bar,$,"['Sandwiches', 'Ice Cream & Frozen Yogurt']",['(256) 764-1503'],(256) 764-1503,316 N Court St,/biz/trowbridges-ice-cream-and-sandwich-bar-florence?osq=restaurants,Tuscumbia,AL,35674,
2,Rice Box,$,['Chinese'],['(256) 767-6752'],(256) 767-6752,1529 N Wood Ave,/biz/rice-box-florence?osq=restaurants,Tuscumbia,AL,35674,
3,Champy’s Famous Fried Chicken,$,"['Southern', 'Chicken Wings', 'Beer Bar']",['(256) 389-9985'],(256) 389-9985,120 2nd St,/biz/champys-famous-fried-chicken-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
4,Rivertown Coffee,$,"['Coffee & Tea', 'Breakfast & Brunch']",['(256) 765-7128'],(256) 765-7128,117 N Seminary St,/biz/rivertown-coffee-florence-2?osq=restaurants,Tuscumbia,AL,35674,
5,Bunyan’s Bar-B-Que,$,['Barbeque'],['(256) 766-3522'],(256) 766-3522,901 W College St,/biz/bunyans-bar-b-que-florence?osq=restaurants,Tuscumbia,AL,35674,
6,Wildwood Tavern,$,"['Bars', 'American (New)', 'Gastropubs']",['(256) 349-2139'],(256) 349-2139,108 E Mobile St,/biz/wildwood-tavern-florence?osq=restaurants,Tuscumbia,AL,35674,
7,The Mason Jar,$,"['Southern', 'Comfort Food']",['(256) 356-2200'],(256) 356-2200,102 4th Ave SE,/biz/the-mason-jar-red-bay?osq=restaurants,Tuscumbia,AL,35674,
8,Rattlesnake Saloon,$,"['Bars', 'American (New)']",['(256) 370-7220'],(256) 370-7220,1292 Mount Mills Rd,/biz/rattlesnake-saloon-tuscumbia?osq=restaurants,Tuscumbia,AL,35674,
9,Costa Oaxaquena,$,['Mexican'],['(662) 454-7373'],(662) 454-7373,118 Main St,/biz/costa-oaxaquena-belmont?osq=restaurants,Tuscumbia,AL,35674,
10,Blue Coast Burrito,$,"['Mexican', 'Salad']",['(256) 712-5152'],(256) 712-5152,2887 Florence Blvd,/biz/blue-coast-burrito-florence?osq=restaurants,Tuscumbia,AL,35674,
11,The Chicago Cafe,$,"['Hot Dogs', 'Pizza', 'American (New)']",['(256) 710-3607'],(256) 710-3607,106 E Mobile St,/biz/the-chicago-cafe-florence?osq=restaurants,Tuscumbia,AL,35674,
12,Speedy Pig Bar-B-Q & Restaurant,$,['Barbeque'],['(256) 332-3380'],(256) 332-3380,13670 Hwy 43,/biz/speedy-pig-bar-b-q-and-restaurant-russellville?osq=restaurants,Tuscumbia,AL,35674,
13,Panera Bread,$,"['Sandwiches', 'Salad', 'Soup']",['(256) 768-2707'],(256) 768-2707,304 Cox Creek Pkwy,/biz/panera-bread-florence-2?osq=restaurants,Tuscumbia,AL,35674,
14,La Hacienda Mexican Restaurant,$,['Mexican'],['(256) 764-3532'],(256) 764-3532,153 Cox Creek Pkwy S,/biz/la-hacienda-mexican-restaurant-florence?osq=restaurants,Tuscumbia,AL,35674,
15,Casa Mexicana,$,['Mexican'],['(256) 767-2750'],(256) 767-2750,2801 Mall Dr,/biz/casa-mexicana-florence-2?osq=restaurants,Tuscumbia,AL,35674,
16,Momma Jeans Restaurant,$,['Southern'],['(256) 381-7001'],(256) 381-7001,2325 Hwy 20,/biz/momma-jeans-restaurant-tuscumbia-4?osq=restaurants,Tuscumbia,AL,35674,
17,Rick’s Barbecue - Florence,$,"['Barbeque', 'Sandwiches', 'Breakfast & Brunch']",['(256) 766-0833'],(256) 766-0833,212 Cox Creek Pkwy,/biz/ricks-barbecue-florence-florence-3?osq=restaurants,Tuscumbia,AL,35674,
18,FloBama Downtown,$,"['Southern', 'Music Venues', 'Barbeque']",['(256) 764-2225'],(256) 764-2225,311 N Court St,/biz/flobama-downtown-florence?osq=restaurants,Tuscumbia,AL,35674,
19,El Patron,$,"['Mexican', 'Tex-Mex']",['(256) 332-8068'],(256) 332-8068,13655 Hwy 43,/biz/el-patron-russellville?osq=restaurants,Tuscumbia,AL,35674,
20,Newbern’s Restaurant,$,"['Southern', 'Seafood']",['(256) 766-6866'],(256) 766-6866,3406 Florence Blvd,/biz/newberns-restaurant-florence?osq=restaurants,Tuscumbia,AL,35674,
21,Mr.Hui’s Chinese Restaurant,$,['Chinese'],['(256) 766-4889'],(256) 766-4889,1218 N Pine St,/biz/mr-huis-chinese-restaurant-florence?osq=restaurants,Tuscumbia,AL,35674,
22,Wok ‘n Roll,$,['Chinese'],['(256) 718-1033'],(256) 718-1033,115 Edgewood Dr,/biz/wok-n-roll-florence?osq=restaurants,Tuscumbia,AL,35674,
23,Pizza Chef,$,['Pizza'],['(256) 740-0202'],(256) 740-0202,857 Florence Blvd,/biz/pizza-chef-florence-2?osq=restaurants,Tuscumbia,AL,35674,
24,Garden Gate Cafe,$,"['Southern', 'Cafes']",['(256) 349-2569'],(256) 349-2569,1917 Florence Blvd,/biz/garden-gate-cafe-florence?osq=restaurants,Tuscumbia,AL,35674,
25,Stephano’s Southland,$,"['Sandwiches', 'Chicken Wings', 'Pizza']",['(256) 314-0390'],(256) 314-0390,1309 S Jackson Hwy,/biz/stephanos-southland-sheffield?osq=restaurants,Tuscumbia,AL,35674,
26,Papa Wok,$,['Asian Fusion'],['(256) 389-9495'],(256) 389-9495,2001 East Avalon Ave,/biz/papa-wok-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
27,Champy’s,$,"['Chicken Wings', 'Comfort Food', 'Bars']",,1500 E 2nd St,,/biz/champys-sheffield?osq=restaurants,Tuscumbia,AL,35674,
28,Rancho Viejo,$,['Mexican'],['(256) 332-1188'],(256) 332-1188,11797 Hwy 43,/biz/rancho-viejo-russellville?osq=restaurants,Tuscumbia,AL,35674,
29,Mama Jean’s Restaurant,$,['American (Traditional)'],['(256) 766-6222'],(256) 766-6222,3609 Cloverdale Rd,/biz/mama-jeans-restaurant-florence?osq=restaurants,Tuscumbia,AL,35674,
30,Smokin’ on the Boulevard,$,['Barbeque'],['(256) 757-0099'],(256) 757-0099,4080 Florence Blvd,/biz/smokin-on-the-boulevard-florence?osq=restaurants,Tuscumbia,AL,35674,
31,Homeside Restaurant,$,"['American (Traditional)', 'Breakfast & Brunch']",['(256) 768-1138'],(256) 768-1138,3922 Cloverdale Rd,/biz/homeside-restaurant-florence?osq=restaurants,Tuscumbia,AL,35674,
32,Garden Gate Cafe,$,['American (Traditional)'],['(256) 383-6905'],(256) 383-6905,701 Avalon Ave,/biz/garden-gate-cafe-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
33,Momma Goldberg’s Deli,$,"['Delis', 'Burgers', 'Sandwiches']",['(256) 320-5774'],(256) 320-5774,1500 Woodward Ave,/biz/momma-goldbergs-deli-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
34,Peacock Express Asian Restaurant,$,"['Asian Fusion', 'Chinese', 'Japanese']",['(256) 766-4889'],(256) 766-4889,1218 N Pine St,/biz/peacock-express-asian-restaurant-florence?osq=restaurants,Tuscumbia,AL,35674,
35,Yummies Bakery,$,"['Delis', 'Bakeries', 'Cupcakes']",['(256) 349-5387'],(256) 349-5387,2530-A Florence Blvd,/biz/yummies-bakery-florence-2?osq=restaurants,Tuscumbia,AL,35674,
36,Taziki’s Mediterranean Cafe,$,['Mediterranean'],['(256) 367-2391'],(256) 367-2391,261 Cox Creek Pkwy,/biz/tazikis-mediterranean-cafe-florence?osq=restaurants,Tuscumbia,AL,35674,
37,Evergreen Chinese,$,['Chinese'],['(256) 718-3838'],(256) 718-3838,2350 Florence Blvd,/biz/evergreen-chinese-florence?osq=restaurants,Tuscumbia,AL,35674,
38,Jimmy John’s,$,"['Sandwiches', 'Fast Food', 'Delis']",['(256) 768-9994'],(256) 768-9994,101 N Court St,/biz/jimmy-johns-florence-6?osq=restaurants,Tuscumbia,AL,35674,
39,Waffle House,$,"['Diners', 'Breakfast & Brunch', 'American (Traditional)']",['(256) 718-6879'],(256) 718-6879,2501 Florence Blvd,/biz/waffle-house-florence?osq=restaurants,Tuscumbia,AL,35674,
40,Bojangles Famous Chicken N’ Biscuits,$,"['Caterers', 'Chicken Wings', 'Fast Food']",['(256) 765-7100'],(256) 765-7100,109 Cox Creek Pkwy S,/biz/bojangles-famous-chicken-n-biscuits-florence-7?osq=restaurants,Tuscumbia,AL,35674,
41,Jack’s,$,['Burgers'],['(256) 356-8633'],(256) 356-8633,521 4th Ave SE,/biz/jacks-red-bay?osq=restaurants,Tuscumbia,AL,35674,
42,Shoney’s Restaurant,$,['Breakfast & Brunch'],['(256) 764-8898'],(256) 764-8898,2615 Florence Blvd,/biz/shoneys-restaurant-florence-4?osq=restaurants,Tuscumbia,AL,35674,
43,Dairy Queen,$,"['Ice Cream & Frozen Yogurt', 'Fast Food']",['(256) 275-7340'],(256) 275-7340,570 S Ct St,/biz/dairy-queen-florence-4?osq=restaurants,Tuscumbia,AL,35674,
44,Frosty Inn Drive-In,$,"['Fast Food', 'American (Traditional)']",['(256) 332-2052'],(256) 332-2052,12805 Hwy 43,/biz/frosty-inn-drive-in-russellville?osq=restaurants,Tuscumbia,AL,35674,
45,Mongolian Grill Buffet,$,['Buffets'],['(256) 767-3588'],(256) 767-3588,121 S Cox Creek Pkwy,/biz/mongolian-grill-buffet-florence?osq=restaurants,Tuscumbia,AL,35674,
46,Rancho Viejo,$,['Mexican'],['(256) 386-0470'],(256) 386-0470,3402 Woodward Ave,/biz/rancho-viejo-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
47,The Palace Ice Cream & Sandwich Shop,$,['Restaurants'],['(256) 386-8210'],(256) 386-8210,100 S Main St,/biz/the-palace-ice-cream-and-sandwich-shop-tuscumbia?osq=restaurants,Tuscumbia,AL,35674,
48,Stephano’s Town Plaza Cafe,$,['Italian'],['(256) 314-0390'],(256) 314-0390,500 S Montgomery Ave,/biz/stephanos-town-plaza-cafe-sheffield?osq=restaurants,Tuscumbia,AL,35674,
49,Tokyo Sushi & Steakhouse,$,"['Sushi Bars', 'Steakhouses']",['(256) 277-5054'],(256) 277-5054,14001 Hyw 43,/biz/tokyo-sushi-and-steakhouse-russellville?osq=restaurants,Tuscumbia,AL,35674,
50,Dairy Queen of Muscle Shoals,$,['Fast Food'],['(256) 383-2544'],(256) 383-2544,401 Avalon Ave,/biz/dairy-queen-of-muscle-shoals-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
51,Dick Howell Barbeque Pit,$,['Barbeque'],['(256) 712-5092'],(256) 712-5092,1350 N Pine St,/biz/dick-howell-barbeque-pit-florence?osq=restaurants,Tuscumbia,AL,35674,
52,Southern Bar-B-Q,$,['Barbeque'],['(256) 389-9155'],(256) 389-9155,1686 S Wilson Dam Rd,/biz/southern-bar-b-q-muscle-shoals?osq=restaurants,Tuscumbia,AL,35674,
53,Destination Restaurant,$,"['American (Traditional)', 'Asian Fusion']",['(256) 398-7000'],(256) 398-7000,104 W Montgomery St,/biz/destination-restaurant-russellville-2?osq=restaurants,Tuscumbia,AL,35674,
54,City King Buffet,$,['Buffets'],['(256) 356-8835'],(256) 356-8835,520 4th Ave SE,/biz/city-king-buffet-red-bay?osq=restaurants,Tuscumbia,AL,35674,
55,Southern Bar-B-Q,$,"['Barbeque', 'Southern']",['(256) 381-3517'],(256) 381-3517,425 W Avalon Ave,/biz/southern-bar-b-q-sheffield?osq=restaurants,Tuscumbia,AL,35674,
56,La Estancia,$,['Mexican'],,912 4th St NW,,/biz/la-estancia-red-bay-2?osq=restaurants,Tuscumbia,AL,35674,
57,Fiesta Mexicana,$,['Mexican'],['(256) 718-6843'],(256) 718-6843,3364 Cloverdale Rd,/biz/fiesta-mexicana-florence-2?osq=restaurants,Tuscumbia,AL,35674,
58,Taylor’s Restaurant,$,['American (New)'],['(256) 332-7585'],(256) 332-7585,808 Ronnie McDowell Ave,/biz/taylors-restaurant-russellville?osq=restaurants,Tuscumbia,AL,35674,
59,Bojangles’ Famous Chicken and Biscuits,$,"['Southern', 'Chicken Wings', 'Fast Food']",['(256) 332-8787'],(256) 332-8787,13810 Hwy 43,/biz/bojangles-famous-chicken-and-biscuits-russellville?osq=restaurants,Tuscumbia,AL,35674,
60,Soul Wingery & Records,$,['American (Traditional)'],['(256) 275-7434'],(256) 275-7434,105 S Poplar St,/biz/soul-wingery-and-records-florence?osq=restaurants,Tuscumbia,AL,35674,
1,Ricatoni’s Italian Grill,$$,"['Italian', 'Pizza']",['(256) 718-1002'],(256) 718-1002,107 N Court St,/biz/ricatonis-italian-grill-florence?osq=restaurants,Tuscumbia,AL,35674,
2,City Hardware,$$,['American (Traditional)'],['(256) 275-3666'],(256) 275-3666,105 N Court St,/biz/city-hardware-florence-2?osq=restaurants,Tuscumbia,AL,35674,
3,Odette,$$,"['Bars', 'American (New)']",['(256) 349-5219'],(256) 349-5219,120 N Court St,/biz/odette-florence?osq=restaurants,Tuscumbia,AL,35674,
4,Rosie’s Mexican Cantina,$$,"['Mexican', 'Tex-Mex']",['(256) 767-5599'],(256) 767-5599,302 N Ct St,/biz/rosies-mexican-cantina-florence?osq=restaurants,Tuscumbia,AL,35674,
5,YUMM Thai Sushi and Beyond,$$,"['Sushi Bars', 'Thai']",['(256) 349-2074'],(256) 349-2074,117 N Court St,/biz/yumm-thai-sushi-and-beyond-florence?osq=restaurants,Tuscumbia,AL,35674,
6,The Pie Factory - Florence,$$,"['Pizza', 'American (New)']",['(256) 275-3248'],(256) 275-3248,106 N Court St,/biz/the-pie-factory-florence-florence?osq=restaurants,Tuscumbia,AL,35674,
7,Legends Steakhouse,$$,['Steakhouses'],['(256) 766-5072'],(256) 766-5072,201 N Seminary St,/biz/legends-steakhouse-florence?osq=restaurants,Tuscumbia,AL,35674,
8,Ichiban Asian Cuisine,$$,"['Sushi Bars', 'Japanese', 'Chinese']",['(256) 389-9888'],(256) 389-9888,1207 S Jackson Hwy,/biz/ichiban-asian-cuisine-sheffield?osq=restaurants,Tuscumbia,AL,35674,
9,Big Bad Breakfast,$$,"['Breakfast & Brunch', 'Southern', 'American (Traditional)']",['(256) 415-8545'],(256) 415-8545,315 N Ct St,/biz/big-bad-breakfast-florence-2?osq=restaurants,Tuscumbia,AL,35674,
10,306 BBQ,$$,"['Barbeque', 'Sports Bars', 'American (Traditional)']",['(256) 766-5665'],(256) 766-5665,322 N Ct St,/biz/306-bbq-florence-2?osq=restaurants,Tuscumbia,AL,35674,
11,Stanfield’s River Bottom Grill,$$,"['American (Traditional)', 'Seafood', 'Steakhouses']",['(256) 768-1721'],(256) 768-1721,1050 Clayborn Liles Dr,/biz/stanfields-river-bottom-grill-florence-6?osq=restaurants,Tuscumbia,AL,35674,
12,Oh’ Bryan’s Family Steak House Downtown,$$,['Steakhouses'],['(256) 383-4555'],(256) 383-4555,200 S Main St,/biz/oh-bryans-family-steak-house-downtown-tuscumbia?osq=restaurants,Tuscumbia,AL,35674,
13,Umi Japanese Steakhouse,$$,"['Steakhouses', 'Sushi Bars', 'Japanese']",['(256) 718-6868'],(256) 718-6868,201 Cox Creek Pkwy,/biz/umi-japanese-steakhouse-florence?osq=restaurants,Tuscumbia,AL,35674,
